url,idvscore,reviewer,dateP,Rev,cleaned_reviews,topic
https://www.metacritic.com/movie/meeting-resistance,50.0, None, None," 'Ultimately, Meeting Resistance is just one more doc about the monumental screw-up that is the U.S. campaign in Iraq.'", ultimately meeting resistance is just one more doc about the monumental screwup that is the us campaign in iraq,0.0
https://www.metacritic.com/movie/hellboy-2019,37.0, 'Alan Zilberman'," 'Apr 10, 2019'"," 'Marshall and screenwriter Andrew Cosby went overboard with their R-rating, introducing so much gore and profanity that it, quite frankly, gets dull. The flat performances and incoherent story do not help matters.'", marshall and screenwriter andrew cosby went overboard with their rrating introducing so much gore and profanity that it quite frankly gets dull the flat performances and incoherent story do not help matters,0.0
https://www.metacritic.com/movie/big-mommas-house-2,60.0, 'Chuck Wilson', None," 'Mercifully free of excess mania, sexual innuendo and fart jokes, this sweet-natured comedy, ably directed by John Whitesell (Malibu s Most Wanted), has some nice bits of business.'", mercifully free of excess mania sexual innuendo and fart jokes this sweetnatured comedy ably directed by john whitesell malibu s most wanted has some nice bits of business,0.0
https://www.metacritic.com/movie/the-execution-of-wanda-jean,75.0, 'David Sterritt', None," 'The documentary is revealing and chilling, although it doesn t explore the inner workings of the American criminal-justice system as thoroughly as one might wish.'", the documentary is revealing and chilling although it doesn t explore the inner workings of the american criminaljustice system as thoroughly as one might wish,0.0
https://www.metacritic.com/movie/12-years-a-slave,100.0, 'Steve Persall'," 'Nov 7, 2013'"," 'There has never been a movie like 12 Years a Slave, which is Hollywood s shame. Miss it, and that mistake is yours.'", there has never been a movie like 12 years a slave which is hollywood s shame miss it and that mistake is yours,0.0
https://www.metacritic.com/movie/a-separation,100.0, 'Kenneth Turan'," 'Dec 29, 2011'", 'A Separation is totally foreign and achingly familiar. It s a thrilling domestic drama that offers acute insights into human motivations and behavior as well as a compelling look at what goes on behind a particular curtain that almost never gets raised.', a separation is totally foreign and achingly familiar it s a thrilling domestic drama that offers acute insights into human motivations and behavior as well as a compelling look at what goes on behind a particular curtain that almost never gets raised,0.0
https://www.metacritic.com/movie/something-borrowed,50.0, 'Roger Ebert'," 'May 5, 2011'", 'All of the characters are treated sincerely and played in a straightforward style. It s just that we don t love them enough.', all of the characters are treated sincerely and played in a straightforward style it s just that we don t love them enough,0.0
https://www.metacritic.com/movie/fast-five,70.0, 'Joe Morgenstern'," 'Apr 28, 2011'"," 'Gets lots of mileage from a combination of high spirits, scorn for the laws of physics, readily renewable energy and an emphasis on family values-not those of the nuclear family, but of hell-raising, drag-racing outlaws who genuinely care for one another.'", gets lots of mileage from a combination of high spirits scorn for the laws of physics readily renewable energy and an emphasis on family valuesnot those of the nuclear family but of hellraising dragracing outlaws who genuinely care for one another,0.0
https://www.metacritic.com/movie/dark-blue,75.0, 'Roger Ebert', None," 'Not a great movie, but it has moments that go off the meter and find visceral impact. The characters driving through the riot-torn streets of Los Angeles provide some of them, and the savage, self-hating irony of Russell s late dialogue provides the rest.'", not a great movie but it has moments that go off the meter and find visceral impact the characters driving through the riottorn streets of los angeles provide some of them and the savage selfhating irony of russell s late dialogue provides the rest,0.0
https://www.metacritic.com/movie/kubo-and-the-two-strings,75.0, None," 'Aug 18, 2016'", 'The stunning visuals and beautifully conceived milieu distract the viewer from the fact that the quest structure of the story is McGuffin-like and the conclusion emotionally muddled.', the stunning visuals and beautifully conceived milieu distract the viewer from the fact that the quest structure of the story is mcguffinlike and the conclusion emotionally muddled,0.0
https://www.metacritic.com/movie/a-decade-under-the-influence,63.0, 'Robert K. Elder', None," 'As wide and deep as the directors fish for anecdotes, it s surprising that there isn t more focus, more context.'", as wide and deep as the directors fish for anecdotes it s surprising that there isn t more focus more context,0.0
https://www.metacritic.com/movie/zodiac,75.0, 'Wesley Morris', None," 'Zodiac is a kind of corrective remake of Se7en, a renunciation of that earlier movie s psychotic nihilism. That rejection extends to a neat sight gag. Fincher gives us a shot of a cardboard cutout for Dirty Harry that mocks the personal abyss that catching Zodiac becomes.'", zodiac is a kind of corrective remake of se7en a renunciation of that earlier movie s psychotic nihilism that rejection extends to a neat sight gag fincher gives us a shot of a cardboard cutout for dirty harry that mocks the personal abyss that catching zodiac becomes,0.0
https://www.metacritic.com/movie/blue-jasmine,100.0, 'Owen Gleiberman'," 'Jul 24, 2013'"," 'The movie is rich with class tension, and if Allen nails the moods of the wealthy, he also gets surprising, dynamic performances from Hawkins, Cannavale, and Andrew Dice Clay as the folks who have no money but may have a fuller sense of what life is.'", the movie is rich with class tension and if allen nails the moods of the wealthy he also gets surprising dynamic performances from hawkins cannavale and andrew dice clay as the folks who have no money but may have a fuller sense of what life is,0.0
https://www.metacritic.com/movie/agora,63.0, 'Steven Rea', None," 'It s a vivid way to contextualize Hypatia s astronomical musings, but it s kind of out there, too.'", it s a vivid way to contextualize hypatia s astronomical musings but it s kind of out there too,0.0
https://www.metacritic.com/movie/killing-bono,42.0, 'Noel Murray'," 'Nov 2, 2011'"," 'There s a difference between funny and comedy, and the movie adaptation of Killing Bono tries way too hard to be nutty, at the expense of just getting across what McCormick knows.'", there s a difference between funny and comedy and the movie adaptation of killing bono tries way too hard to be nutty at the expense of just getting across what mccormick knows,0.0
https://www.metacritic.com/movie/sing,75.0, 'James Berardinelli'," 'Dec 21, 2016'"," 'Most of Sing s creative energy was invested in the musical numbers and, fortunately, that s where it shines. But the film really can t go toe-to-toe with heavyweights Zootopia, Moana, Dory or even the little-seen but superior Kubo.'", most of sing s creative energy was invested in the musical numbers and fortunately that s where it shines but the film really can t go toetotoe with heavyweights zootopia moana dory or even the littleseen but superior kubo,0.0
https://www.metacritic.com/movie/the-skyjackers-tale,45.0, 'Daniel Schindel'," 'Jun 30, 2017'"," 'Despite the intriguing subject matter, this documentary can t stay in the air.'", despite the intriguing subject matter this documentary can t stay in the air,0.0
https://www.metacritic.com/movie/evil-dead-2013,67.0, 'Eric Kohn'," 'Mar 10, 2013'"," 'An ode to the strength of onscreen horror even in its less inspired state, the new Evil Dead primarily succeeds at illustrating how the originals have managed to stand the test of time.'", an ode to the strength of onscreen horror even in its less inspired state the new evil dead primarily succeeds at illustrating how the originals have managed to stand the test of time,0.0
https://www.metacritic.com/movie/mountains-may-depart,60.0, 'John Bleasdale'," 'May 24, 2015'", 'As every section seeks to deepen and complicate the basic message of Mountains May Depart - that the incredible speed of technology and society has its prices and dangers - and the failure of the final section dilutes where it should intensify.', as every section seeks to deepen and complicate the basic message of mountains may depart  that the incredible speed of technology and society has its prices and dangers  and the failure of the final section dilutes where it should intensify,0.0
https://www.metacritic.com/movie/the-stepford-wives,40.0, 'Manohla Dargis', None, 'It was somebody s nitwit idea to rip out the story s guts and brains for a sour sellout of a finale -- which finds the filmmakers behaving exactly like Stepford men and turning an original into a dummy.', it was somebody s nitwit idea to rip out the story s guts and brains for a sour sellout of a finale  which finds the filmmakers behaving exactly like stepford men and turning an original into a dummy,0.0
https://www.metacritic.com/movie/21-jump-street,70.0, None," 'Mar 5, 2012'"," 'By casting Jonah Hill and Channing Tatum as fish-out-of-water buffoons, the irreverent result feels fresher than most 80s-show reboots, effectively flipping the address Johnny Depp made famous.'", by casting jonah hill and channing tatum as fishoutofwater buffoons the irreverent result feels fresher than most 80sshow reboots effectively flipping the address johnny depp made famous,0.0
https://www.metacritic.com/movie/rough-night,43.0, 'Will Leitch'," 'Jun 21, 2017'"," 'The movie is cluttered, disorganized, choppy, obvious and, at the end of the day, not even energetic enough to work up much frustration about.'", the movie is cluttered disorganized choppy obvious and at the end of the day not even energetic enough to work up much frustration about,0.0
https://www.metacritic.com/movie/tokyo-sonata,100.0, 'Jennie Punter', None," 'Turns out to be one of the most compelling, finely orchestrated and oddly enchanting films of the year so far.'", turns out to be one of the most compelling finely orchestrated and oddly enchanting films of the year so far,0.0
https://www.metacritic.com/movie/knocking,80.0, 'Sheri Linden'," 'Oct 7, 2021'"," 'First-time feature director Frida Kempff embraces and revamps genre tropes, casting them in a trenchant feminist light and a character-specific poignancy. The action unfolds entirely through Molly s perspective, and Cecilia Miloccco s performance, by turns guarded and explosive, is gripping from first scene to last.'", firsttime feature director frida kempff embraces and revamps genre tropes casting them in a trenchant feminist light and a characterspecific poignancy the action unfolds entirely through molly s perspective and cecilia miloccco s performance by turns guarded and explosive is gripping from first scene to last,0.0
https://www.metacritic.com/movie/rambo,63.0, 'James Berardinelli', None," 'In the Rambo canon, where does this one fit? The tone is closer to First Blood but the body count is more Rambo III. No matter how one dices and slices this new Rambo, the first one in 20 years, it will likely please fans of the long-in-the-tooth series.'", in the rambo canon where does this one fit the tone is closer to first blood but the body count is more rambo iii no matter how one dices and slices this new rambo the first one in 20 years it will likely please fans of the longinthetooth series,0.0
https://www.metacritic.com/movie/kippur,70.0, None, None, 'A cumulatively devastating and visceral insight into the horrors of war.', a cumulatively devastating and visceral insight into the horrors of war,0.0
https://www.metacritic.com/movie/orwell-rolls-in-his-grave,60.0, None, None," 'Enlightening, at times disturbing, and always provocative, but Pappas manages to end with a glimmer of hope.'", enlightening at times disturbing and always provocative but pappas manages to end with a glimmer of hope,0.0
https://www.metacritic.com/movie/gay-sex-in-the-70s,70.0, 'Ronnie Scheib', None," 'Magnificent photographs, archival news footage, and location-shot porn add texture and immediacy to Joseph Lovett s fascinating memoir of the sexually explosive 12-year period (1969-1981).'", magnificent photographs archival news footage and locationshot porn add texture and immediacy to joseph lovett s fascinating memoir of the sexually explosive 12year period 19691981,0.0
https://www.metacritic.com/movie/mapplethorpe,37.0, 'Mark Jenkins'," 'Mar 13, 2019'", 'If the new biopic Mapplethorpe presents this transgressive vision is vivid detail and it does that s only because it includes so many of Mapplethorpe s pictures. Everything else in the film is timid and pedestrian.', if the new biopic mapplethorpe presents this transgressive vision is vivid detail and it does that s only because it includes so many of mapplethorpe s pictures everything else in the film is timid and pedestrian,0.0
https://www.metacritic.com/movie/friday-after-next,50.0, 'Owen Gleiberman', None, 'The movie is altogether too infatuated with its ramshackle spirit. Most of the gags take after the characters -- they just sit there.', the movie is altogether too infatuated with its ramshackle spirit most of the gags take after the characters  they just sit there,0.0
https://www.metacritic.com/movie/thomas-in-love,70.0, None, None," 'Although he s invisible, his poignant desire to overcome his isolation makes this film an interesting, frequently funny, and cautionary riff on our increasingly computer-bound society.'", although he s invisible his poignant desire to overcome his isolation makes this film an interesting frequently funny and cautionary riff on our increasingly computerbound society,0.0
https://www.metacritic.com/movie/wild-side,50.0," ""Andrew O'Hehir""", None," 'Wild Side is sometimes maddening to watch, but will haunt you for days afterward.'", wild side is sometimes maddening to watch but will haunt you for days afterward,0.0
https://www.metacritic.com/movie/the-most-dangerous-man-in-america-daniel-ellsberg-and-the-pentagon-papers,70.0, None, None," 'Offers a brisk and eye-opening approach to recent history. The title, by the way, comes from Henry Kissinger.'", offers a brisk and eyeopening approach to recent history the title by the way comes from henry kissinger,0.0
https://www.metacritic.com/movie/pirate-radio,50.0, None, None," 'Seven months after its theatrical release in the U.K., and two months after its DVD debut there, Pirate Radio washes ashore with most of its better bits excised.'", seven months after its theatrical release in the uk and two months after its dvd debut there pirate radio washes ashore with most of its better bits excised,0.0
https://www.metacritic.com/movie/my-super-ex-girlfriend,38.0, None, None, 'Uma Thurman plays a flying hero who might as well be called Not Funny Woman.', uma thurman plays a flying hero who might as well be called not funny woman,0.0
https://www.metacritic.com/movie/microbe-and-gasoline,63.0, 'Nick Allen'," 'Jul 1, 2016'"," 'While Gondry calms his creative instincts to toy with the ordinary, he indirectly errs on making Microbe and Gasoline his first forgettable film.'", while gondry calms his creative instincts to toy with the ordinary he indirectly errs on making microbe and gasoline his first forgettable film,0.0
https://www.metacritic.com/movie/isnt-it-romantic,50.0, 'Inkoo Kang'," 'Feb 13, 2019'"," 'Natalie might protest the whitewashing of New York by rom-coms, but Isn t It Romantic trots out multiple supporting characters of color whose sole roles are to make the white protagonist look good.'", natalie might protest the whitewashing of new york by romcoms but isn t it romantic trots out multiple supporting characters of color whose sole roles are to make the white protagonist look good,0.0
https://www.metacritic.com/movie/kiki,50.0, 'Diego Semerene'," 'Feb 28, 2017'"," 'When compared to the high-stakes dramas at the center of Paris Is Burning, where sex workers dreamed of becoming supermodels, Kiki feels rather tame.'", when compared to the highstakes dramas at the center of paris is burning where sex workers dreamed of becoming supermodels kiki feels rather tame,0.0
https://www.metacritic.com/movie/a-decade-under-the-influence,75.0, 'V.A. Musetto', None," 'The decade under discussion in this enjoyable documentary is the 1970s, a period that changed Hollywood forever.'", the decade under discussion in this enjoyable documentary is the 1970s a period that changed hollywood forever,0.0
https://www.metacritic.com/movie/the-passion-of-the-christ,60.0, 'Maitland McDonagh', None," 'The film is never dull -- no mean feat, given that it spends two hours telling a story whose end is widely known -- and features performances that range from coarsely effective to phenomenal.'", the film is never dull  no mean feat given that it spends two hours telling a story whose end is widely known  and features performances that range from coarsely effective to phenomenal,0.0
https://www.metacritic.com/movie/crash,63.0, 'Ty Burr', None," 'Its characters come straight from the assembly line of screenwriting archetypes, and too often they act in ways that archetypes, rather than human beings, do. You can feel its creator shuttling them here and there on the grid of greater LA, pausing portentously between each move.'", its characters come straight from the assembly line of screenwriting archetypes and too often they act in ways that archetypes rather than human beings do you can feel its creator shuttling them here and there on the grid of greater la pausing portentously between each move,0.0
https://www.metacritic.com/movie/the-fountain,63.0, 'James Berardinelli', None, 'The overall experience fails to satisfy on a basic level. This is one of those films it s easier to be impressed with than it is to like.', the overall experience fails to satisfy on a basic level this is one of those films it s easier to be impressed with than it is to like,0.0
https://www.metacritic.com/movie/good-on-paper,58.0, 'Kate Erbland'," 'Jun 23, 2021'"," 'Good on Paper can t quite find its footing, offering insight and sparkle in only fits and starts.'", good on paper can t quite find its footing offering insight and sparkle in only fits and starts,0.0
https://www.metacritic.com/movie/central-intelligence,88.0, 'Matt Zoller Seitz'," 'Jun 16, 2016'"," 'The best thing about this movie is that you believe in the relationship. Hart and Johnson are a classic comedy duo in the tradition of Abbott & Costello, Bob Hope & Bing Crosby and Gene Wilder & Richard Pryor.'", the best thing about this movie is that you believe in the relationship hart and johnson are a classic comedy duo in the tradition of abbott  costello bob hope  bing crosby and gene wilder  richard pryor,0.0
https://www.metacritic.com/movie/fifty-dead-men-walking,70.0, None, None," 'A classic about the Irish troubles. Despite the unavoidably convoluted facts of the real-life story, pic boasts plausibly written, solidly acted characters and a conflict that pushes the viewer s righteous-indignation buttons.'", a classic about the irish troubles despite the unavoidably convoluted facts of the reallife story pic boasts plausibly written solidly acted characters and a conflict that pushes the viewer s righteousindignation buttons,0.0
https://www.metacritic.com/movie/china-heavyweight,80.0, 'Jeannette Catsoulis'," 'Jul 5, 2012'"," 'Illustrating the film s rags-to-ring narrative with panoramic mountain views and compact shots of young bodies punching their way up the food chain, Mr. Sun straddles ancient and modern, tranquillity and turmoil, with equal sureness.'", illustrating the film s ragstoring narrative with panoramic mountain views and compact shots of young bodies punching their way up the food chain mr sun straddles ancient and modern tranquillity and turmoil with equal sureness,0.0
https://www.metacritic.com/movie/no-impact-man-the-documentary,50.0, None, None," 'We could all do better, definitely, but how much can we possibly glean from a guy whose idealism can be measured with a calendar?'", we could all do better definitely but how much can we possibly glean from a guy whose idealism can be measured with a calendar,0.0
https://www.metacritic.com/movie/the-good-shepherd,50.0, 'Lawrence Toppman', None," 'If serious intent led inevitably to greatness, The Good Shepherd would be a masterpiece. It turtles forward for 160 minutes with unrelenting, humorless solemnity, as if everyone involved were unaware that it has arrived three decades too late to matter.'", if serious intent led inevitably to greatness the good shepherd would be a masterpiece it turtles forward for 160 minutes with unrelenting humorless solemnity as if everyone involved were unaware that it has arrived three decades too late to matter,0.0
https://www.metacritic.com/movie/the-midwife,38.0, 'Diego Semerene'," 'Jul 20, 2017'"," 'If not for its performances, the film would belong in the category of Hallmark Channel tearjerkers.'", if not for its performances the film would belong in the category of hallmark channel tearjerkers,0.0
https://www.metacritic.com/movie/broadway-the-golden-age-by-the-legends-who-were-there,50.0, 'David Sterritt', None, 'The movie is mostly a megadose of good-old-days nostalgia.', the movie is mostly a megadose of goodolddays nostalgia,0.0
https://www.metacritic.com/movie/wrong-turn,25.0, 'Jack Mathews', None," 'In these movies, it s always easy to figure out who s going to survive and make the killers cough up their own blood, but you still hope that the victims will go in the order of their performances -- worst actor first, etc. No such luck.'", in these movies it s always easy to figure out who s going to survive and make the killers cough up their own blood but you still hope that the victims will go in the order of their performances  worst actor first etc no such luck,0.0
